seriesID,Versus,teamID,teamName,position,players,kills,deaths,creep_score,gpm,madstone_collected,tower_kills,obs_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,roshan_kills,teamfight_participation,stuns,courier_kills,tormentor_kills,firstblood_claimed
1130324,HULIGANI vs Xtreme Gaming,8261500,Xtreme Gaming,core,Ame & Xxs,1391.0,3217.5,3133.5,3016.0,520.0,2464.0,,,,,,1172.0,2313.64,873.65,703.0,879.0,0.0
1130324,HULIGANI vs Xtreme Gaming,8261500,Xtreme Gaming,mid,NothingToSay,2033.0,2730.0,1854.0,2324.0,260.0,704.0,234.0,1170.0,3102.0,588.0,0.0,1172.0,3407.95,990.01,1406.0,0.0,0.0
1130324,HULIGANI vs Xtreme Gaming,8261500,Xtreme Gaming,support,fy & xNova,,,,,,,2340.0,1053.0,1057.5,3748.5,1904.5,0.0,2709.79,1006.34,0.0,439.5,1934.0
1130028,Iron Wing vs Nigma Galaxy,10150413,Iron Wing,core,33 & Pure,2247.0,3120.0,2749.5,3006.0,461.5,2816.0,,,,,,2344.0,2794.07,281.83,1054.5,439.5,1934.0
1130028,Iron Wing vs Nigma Galaxy,10150413,Iron Wing,mid,bzm,1926.0,3315.0,1689.0,2436.0,104.0,0.0,351.0,702.0,4512.0,1029.0,0.0,0.0,3297.26,894.21,0.0,0.0,0.0
1130028,Iron Wing vs Nigma Galaxy,10150413,Iron Wing,support,Ari & Whitemon,,,,,,,2047.5,2457.0,987.0,2793.0,2051.0,0.0,3131.64,916.0,351.5,0.0,0.0
1130028,Iron Wing vs Nigma Galaxy,10136357,Nigma Galaxy ,core,SumaiL- & Davai,642.0,975.0,2548.5,2245.0,364.0,352.0,,,,,,586.0,2017.8,212.32,0.0,0.0,0.0
1130028,Iron Wing vs Nigma Galaxy,10136357,Nigma Galaxy ,mid,lorenof,856.0,1560.0,2439.0,2160.0,481.0,704.0,468.0,468.0,1551.0,0.0,0.0,0.0,2973.6,320.0,703.0,0.0,0.0
1130028,Iron Wing vs Nigma Galaxy,10136357,Nigma Galaxy ,support,OmaR & GH,,,,,,,2106.0,936.0,564.0,2425.5,1904.5,0.0,2814.3,999.5,1054.5,0.0,0.0
1130309,Iron Wing vs Team Falcons,10150413,Iron Wing,core,33 & Pure,1979.5,2242.5,3268.5,2772.0,617.5,1936.0,,,,,,2344.0,2830.12,266.96,351.5,879.0,1934.0
1130309,Iron Wing vs Team Falcons,10150413,Iron Wing,mid,bzm,2140.0,2730.0,3606.0,3150.0,494.0,704.0,351.0,2808.0,3384.0,1176.0,0.0,1172.0,3250.19,1016.93,0.0,0.0,0.0
1130309,Iron Wing vs Team Falcons,10150413,Iron Wing,support,Ari & Whitemon,,,,,,,2983.5,1053.0,846.0,3160.5,2637.0,586.0,2968.91,2357.98,0.0,0.0,0.0
1130309,Iron Wing vs Team Falcons,9247354,Team Falcons,core,skiter & AMMAR_THE_F,1658.5,1755.0,4002.0,3084.0,598.0,704.0,,,,,,1758.0,2507.76,1016.51,1054.5,879.0,0.0
